title,published_dt,sources,sections,urls
Health Alliance Plan's withdrawal from ACA marketplace to affect 9k,2017-09-19T22:12:56-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/health-alliance-plan-s-withdrawal-from-aca-marketplace-to-affect-9k
OIG: BCBS Association claimed $68.6k in unallowable postretirement Medicare benefits,2017-09-19T22:10:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/oig-bcbs-association-claimed-68-6k-in-unallowable-postretirement-medicare-benefits
Aetna gets $9.4M tax break to move HQ to NYC,2017-09-19T22:07:21-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/aetna-gets-9-4m-tax-break-to-move-hq-to-nyc
Oscar Health launches multimillion-dollar open enrollment campaign as feds cut outreach funds,2017-09-19T22:04:13-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/oscar-health-launches-multimillion-dollar-open-enrollment-campaign-as-feds-cut-outreach-funds
5 statistics on the employer health benefits market,2017-09-19T21:57:21-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-statistics-on-the-employer-health-benefits-market
Warby Parker to begin accepting UnitedHealthcare vision plans in 2018,2017-09-19T21:30:37-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/warby-parker-to-begin-accepting-unitedhealthcare-vision-plans-in-2018
"Vanderbilt Health, Aetna launch ACO health plan: 3 things to know",2017-09-19T16:21:28-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/vanderbilt-health-aetna-launch-aco-health-plan-3-things-to-know
St. Luke's Health System faces conflict of interest concerns over its ACA exchange contract,2017-09-19T15:04:22-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/st-luke-s-health-system-faces-conflict-of-interest-concerns-over-its-aca-exchange-contract
Lovelace medical group to drop Presbyterian Health Plan,2017-09-18T22:42:46-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/lovelace-medical-group-to-drop-presbyterian-health-plan
Mission Health president does not expect a BCBS agreement in 2017,2017-09-18T22:35:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/mission-health-president-predicts-bcbs-agreement-won-t-come-until-2018
Economists: 3 takeaways from failed insurer mega-mergers,2017-09-18T21:33:15-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/economists-3-takeaways-from-failed-insurer-mega-mergers
St. Luke's value-based health plan with SelectHealth yet to reap savings 5 years later,2017-09-18T17:50:35-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/st-luke-s-value-based-health-plan-with-selecthealth-yet-to-reap-savings-5-years-later
Health insurer stock report: Week of Sept. 11-15,2017-09-18T15:04:38-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/health-insurer-stock-report-week-of-sept-11-15
Highmark adds 450 Pennsylvania physicians to value-based network,2017-09-15T21:54:59-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/highmark-adds-450-pennsylvania-physicians-to-value-based-network
Anthem reverses ACA exchange exit in Virginia to fill 63 bare areas,2017-09-15T21:52:53-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-reverses-aca-exchange-exit-in-virginia-to-fill-63-bare-areas
Cigna reprises 'TV Doctors' ad campaign,2017-09-15T21:49:28-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cigna-reprises-tv-doctors-ad-campaign
Payer-provider dynamics in a value-based world,2017-09-15T21:47:54-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/payer-provider-dynamics-in-a-value-based-world
"10 states with the highest, lowest uninsured rate",2017-09-15T20:38:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/10-states-with-the-highest-lowest-uninsured-rate-091517
Molina Healthcare to hire 250 in New Mexico amid companywide layoffs,2017-09-15T20:25:25-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/molina-healthcare-to-hire-250-in-new-mexico-amid-companywide-layoffs
CBO lowers 2026 ACA exchange enrollment projection by 7M,2017-09-15T20:22:21-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cbo-lowers-2026-aca-exchange-enrollment-projection-by-7m
Anthem in Missouri: 'Enormous' price differences influenced policy change for hospital-based imaging coverage,2017-09-15T15:45:09-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-in-missouri-enormous-price-differences-influenced-policy-change-for-hospital-based-imaging-coverage
UnitedHealth shares hit 52-week high as acquisitions propel investor confidence,2017-09-15T14:41:20-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-shares-hit-52-week-high-as-acquisitions-propel-investor-confidence
"5 states with the highest, lowest deductibles in 2016",2017-09-14T19:37:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-states-with-the-highest-lowest-deductibles-in-2016
"UnitedHealth looks to buy Chilean healthcare company, Ochsner teams up with BCBS for joint health plan & more — 9 payer key notes",2017-09-14T19:16:59-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-looks-to-buy-chilean-healthcare-company-ochsner-teams-up-with-bcbs-for-joint-health-plan-more-9-payer-key-notes
CMS: 63 counties will have no insurer participating in ACA exchanges,2017-09-14T14:03:04-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cms-63-counties-will-have-no-insurer-participating-in-aca-exchanges
Anthem considers exiting more ACA exchanges,2017-09-13T19:20:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-considers-exiting-more-aca-exchanges
Uninsured rate fell to 8.8% in 2016,2017-09-13T17:18:57-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/uninsured-rate-fell-to-8-8-in-2016
Centene to absorb Fidelis in $3.75B deal,2017-09-13T14:55:18-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centene-to-absorb-fidelis-in-3-75b-deal
5 payer responses to Hurricane Irma,2017-09-12T22:18:23-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-payer-responses-to-hurricane-irma
Analysis: 63% of weekly social media mentions of health insurers are about Aetna,2017-09-12T22:12:01-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/63-of-social-media-mentions-of-health-insurers-are-about-aetna
"5 latest payer, provider contract disputes, resolutions",2017-09-12T15:18:01-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-latest-payer-provider-contract-disputes-resolutions-2
"Mayo Clinic joins Security Health Plan's provider network, partners for employer product",2017-09-12T15:12:38-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/mayo-clinic-joins-security-health-plan-s-provider-network-partners-for-employer-product
"5 states with the highest, lowest employer health plan premiums in 2016",2017-09-12T15:02:50-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/5-states-with-the-highest-lowest-employer-health-plan-premiums-in-2016
Dr. Vindell Washington on his move from emergency medicine and health IT to CMO of BCBS of Louisiana,2017-09-12T14:44:27-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/dr-vindell-washington-on-his-move-from-emergency-medicine-and-health-it-to-cmo-of-bcbs-of-louisiana
"Ochsner Health System, BCBS of Louisiana to offer joint health plan",2017-09-11T21:53:27-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/ochsner-health-system-bcbs-of-louisiana-to-offer-joint-health-plan
"Deductibles rising faster than premiums, study finds",2017-09-11T21:48:24-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/deductibles-rising-faster-than-premiums-study-finds
UnitedHealth proposes buying Chilean healthcare company,2017-09-11T18:43:01-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/unitedhealth-proposes-buying-chilean-healthcare-company
"Northwest Health, UnitedHealthcare rate negotiations stall",2017-09-11T18:40:55-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/northwest-health-unitedhealthcare-rate-negotiations-stall
Elimination of CSRs could increase uninsured by 9.4M,2017-09-11T15:59:10-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/elimination-of-csrs-could-increase-uninsured-by-9-4m
BCBS of Alabama hit with $8M penalty for charging unapproved rates,2017-09-11T15:55:40-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-of-alabama-hit-with-8m-penalty-for-charging-unapproved-rates
Health insurer stock report: Week of Sept. 5-8,2017-09-11T15:51:03-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/health-insurer-stock-report-week-of-sept-5-8
3 M&A trends in the payer services market,2017-09-08T21:52:10-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/3-m-a-trends-in-the-payer-services-market
"CarePoint Health, Horizon BCBS resolve $76M billing dispute",2017-09-08T16:45:27-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/carepoint-health-horizon-bcbs-resolve-76m-billing-dispute
"Evergreen Health to be liquidated, Anthem expands ACA exchange scaleback to 2 states & more — 5 payer highlights",2017-09-07T21:48:09-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/evergreen-health-to-be-liquidated-anthem-expands-aca-exchange-exit-to-2-states-more-5-payer-highlights
CareFirst renews pharmacy contract with CVS Caremark,2017-09-07T17:36:44-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/carefirst-renews-pharmacy-contract-with-cvs-caremark
Optima to draw back Virginia exchange footprint; 63 counties could lack insurer,2017-09-07T17:34:36-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/optima-to-draw-back-virginia-exchange-footprint-63-counties-could-lack-insurer
"Anthem expands ACA exchange pullback to 9th state, cuts Kentucky participation in half",2017-09-07T16:47:04-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-expands-aca-exchange-pullback-to-9th-state-cuts-kentucky-exchange-presence-in-half
Study: Narrow network plans sold on ACA exchanges 16% cheaper than broad network plans,2017-09-06T22:30:45-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/study-narrow-network-plans-sold-on-aca-exchanges-16-cheaper-than-broad-network-plans
Evergreen Health to be liquidated: 5 things to know,2017-09-06T22:28:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/evergreen-health-to-be-liquidated-5-things-to-know
Anthem to draw back individual exchange participation in 17 Missouri counties,2017-09-05T22:27:24-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-to-draw-back-individual-exchange-participation-in-17-missouri-counties
"39% of millennials say life insurance is an important benefit, Anthem survey finds",2017-09-05T22:25:28-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/39-of-millennials-say-life-insurance-is-an-important-benefit-anthem-survey-finds
Health insurer stock report: Week of Aug. 28-Sept. 1,2017-09-05T17:01:30-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/health-insurer-stock-report-week-of-aug-28-sept-1
Trump administration cuts ACA advertising budget by 90% for 2018,2017-09-01T18:03:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/trump-administration-cuts-aca-advertising-budget-by-90-for-2018
"Anthem stops covering hospital-based outpatient MRIs, CT scans without prior approval, Integris back in BCBS' network & more — 8 payer highlights",2017-09-01T13:15:50-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-stops-covering-hospital-based-outpatient-mris-ct-scans-without-prior-approval-integris-back-in-bcbs-network-more-8-payer-highlights
Humana to eliminate 180 home health positions,2017-09-01T13:02:47-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/humana-to-eliminate-180-home-health-positions
6 payer executive moves in August,2017-08-30T22:10:37-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/6-payer-executive-moves-in-august
Mission Health joins WellCare's provider network,2017-08-30T22:04:29-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/mission-health-joins-wellcare-s-provider-network
Proposed California bill offers safety net for policyholders losing exchange plan,2017-08-30T21:47:51-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/proposed-california-bill-offers-safety-net-for-policyholders-losing-exchange-plan
"CDC: Insurance up under ACA, HDHPs booming",2017-08-30T20:04:40-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cdc-insurance-up-under-aca-hdhps-booming
KFF: 5 overlooked ways to shore up the individual insurance market,2017-08-30T20:01:40-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/kff-5-overlooked-ways-to-shore-up-the-individual-insurance-market
Analysis: UnitedHealth reflects 70% of successful business deals among US managed care providers,2017-08-30T18:47:37-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/analysis-why-unitedhealth-reflects-70-of-successful-business-deals-among-us-managed-care-providers
"Integris, BCBS avoid contract dissolution with 2-year agreement",2017-08-30T18:43:32-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/integris-bcbs-avoid-contract-dissolution-with-2-year-agreement
Maryland approves average 33% premium increase for individual exchange plans,2017-08-30T18:42:50-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/maryland-approves-average-33-premium-increase-for-individual-exchange-plans
"BCBS operator unveils innovation, cybersecurity hub in Dallas",2017-08-29T16:22:09-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/bcbs-operator-unveils-innovation-cybersecurity-hub-in-dallas
4 insurers pursuing Hurricane Harvey relief efforts,2017-08-29T16:17:50-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/4-insurers-pursuing-hurricane-harvey-relief-efforts
7 ways insurers are countering the opioid epidemic,2017-08-29T16:07:47-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/7-ways-insurers-are-countering-the-opioid-epidemic
"Anthem changes coverage policy for MRIs, CT scans at hospitals",2017-08-29T14:35:40-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/anthem-changes-coverage-policy-for-mris-ct-scans-at-hospitals
"11 payer-provider contract disputes, resolutions in August",2017-08-29T01:42:15-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/11-payer-provider-contract-disputes-resolutions-in-august
Centegra drops Aetna Better Health Medicaid plan,2017-08-29T01:27:48-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/centegra-drops-aetna-better-health-medicaid-plan
"Cleveland Clinic, CareSource extend contract through November",2017-08-28T22:31:38-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/cleveland-clinic-caresource-extend-contract-through-november
Health insurer stock report: Week of Aug. 21-25,2017-08-28T18:08:39-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/health-insurer-stock-report-week-of-aug-21-25
MemorialCare Health System back in-network with Anthem Blue Cross,2017-08-28T17:57:31-05:00,Beckers Payer,payer,https://www.beckerspayer.com/payer/memorialcare-health-system-back-in-network-with-anthem-blue-cross
